none, 51110, 23.952, 21211, 27.777, 20414, 48.344, 100.073
none, 61209, 42.581, 61008, 89.713, 10807, 2.085, 134.379
none, 61410, 54.2, 20709, 7.449, 11413, 34.144, 95.793
none, 71311, 91.848, 21406, 40.899, 11208, 10.104, 142.851
none, 61312, 50.256, 20309, 2.542, 20210, 41.429, 94.227
none, 61210, 43.3, 31107, 65.076, 21412, 98.052, 206.428
none, 61308, 46.235, 61211, 92.302, 11413, 34.144, 172.681
none, 61412, 57.299, 21308, 33.15, 20310, 44.502, 134.951
